0[0.125, 0.5289552626824476, 0.25, -0.04033653905748524, 0.625, -0.2270974565998023, 0.75, -0.48269615663160903, 0.875, 0.31876615823551346, 0.25, -0.0015631884543272356, 0.125, -0.18221078002929425, 0.75, -0.14903876056456178, 0.375, 0.8012414903187257, 0.25, 0.8541351946692537, 0.875, 0.7518187376448573, 0.75, 0.5043932257659425, 0.375, 0.23895511516268209, 0.75, -0.7579111414051483, 0.625, 0.13135158393032542, 0.25, 0.5757373521326064, 0.6107730718814808, -0.11346013873576766, 0.4489849467078215, -0.0013585367049404606, 0.8697620799951755, -0.5441769620447419, 0.3520030015527902, -0.9852288439690207, 0.3879001469525729, -0.8013999435819967, -0.10901899792977221, 0.5778933443172287, 0.6874817643621178, 0.2295241511055286, 0.16663123720808426, -0.5195579408962252, 0.56720017924877, -0.8171829178248728, 0.3392880461821861, -0.8212029275466046, -0.7429467672677275, -0.4301950804268031, -0.26884190145634546, -0.8514619105948855, -0.9408108514421218, 0.6830431089538092, 0.32822587650439994, 0.7973953781724057]
10000[0.125, -0.029514262822022824, 0.3378799260617613, 0.35464399928489165, 0.625, 0.09314257435488513, 0.8575055790406885, -0.35197055106858066, 0.8579706645700097, -0.9701881784867445, 0.2685554881360707, 0.33374765681739793, -0.20662525138339843, -1.2236910887880865, 0.7673708078579097, 0.3191631214695993, 1.0062554472924614, -1.0961106814921262, 0.26488801130239314, 2.0769217724500355, -1.1160771784331713, -1.20698578285878, 0.46689215696734915, 0.1326552701348881, 0.4090233660986231, 0.08187102600159217, 0.75, -0.20978197471505805, 0.6304439663382081, 0.08647241445112418, -0.3365243341167164, 0.706744506711394, -0.46870195098921313, 0.6971081978089974, 0.538293882111356, -0.8424704244672729, -0.34794284484039134, 0.04113040171068918, 0.34482281068979087, -0.16015628173088825, 0.41513731723111574, 0.8446410483816638, 0.1362127619178763, 0.2351407603855938, 0.40840729243795965, -0.19200623166734393, -0.23401358467664532, -0.5560154153993038, -0.1800401792512362, -0.486427116783464, 0.015794239389244975, -0.09823006666203186, -0.016102308989014644, -0.18197488741755993, -0.5050170855804057, -0.2413839850708197, 2.563872179382073, 0.6944943783310717, -0.5590680195633574, 0.33453857607633025]
20000[0.12499546416841642, -0.029508821225768103, 0.33784489761604836, 0.3584503483631094, 0.625, 0.09314258654012565, 0.8574470620827687, -0.3519873089330197, 0.8579082740915581, -0.801911089842678, 0.2862846556783547, 0.3040688634667184, -0.2033802189411915, -1.134620086621789, 0.7800207283489552, 0.7002782499854322, 1.0242399773484305, -1.0982279601011435, 0.2075555942186428, 3.2542834565049383, -1.0726231764702276, -1.222351118767525, 0.46684281715744913, 0.15299708555684127, 0.40951098731218966, 0.0818710260070144, 0.7506695893691004, -0.20978200107700473, 0.3765426280567741, 0.07929153852303311, 0.643661716087548, 2.874712574567907, -0.40114836462549097, 2.60252001937132, 0.6018891842645111, -0.8393576756505076, -0.27045290186291215, 0.21156439376634772, 0.8126739613729937, -0.9460289695114685, -0.013019523518853994, 1.3442964422516757, 0.13025757787768644, 0.14436573225480384, 0.32223604450572324, -0.16179796909161145, -0.23511664101864777, -0.5450605701653347, 0.12137741815876389, -0.4463823559055023, 0.01132032986467829, -0.10123129700398621, -0.019531392616980343, -0.18407330353783602, -0.6826267675991528, -0.2494216338766963, 2.6316814996538693, 0.9657260966975301, -0.4484386175241481, 0.2546652509039848]
30000[0.1250298635250755, -0.02950906056150506, 0.3376880699218011, 0.3580524315235127, 0.625, 0.09314258654093119, 0.8575043035733627, -0.35198729034584014, 0.8577928419008246, -0.7345101431182862, 0.30634199836152937, 0.3116431669393146, -0.11250058001715899, -1.0542062348663006, 0.7808387607410061, 0.7983919429878018, 1.0884417213187303, -1.0922243083957721, 0.3126445136537245, 3.591017774575404, -1.0419268216036457, -1.2128256751985482, 0.46749156477071574, 0.15885462677934511, 0.4095126259333577, 0.08338155165813742, 0.7506695893479247, -0.20978200107700473, 0.37654262807274064, 0.09722849490977518, 0.668064316485725, 2.886810956498633, -0.3799835023530398, 2.8533314287565013, 0.6019138857930291, -0.8059458700283001, -0.32245638352430545, 0.21234744029443647, 0.9295037164749693, -0.945852076591962, -0.008055973865877255, 1.7833534698521223, 0.046513238050983584, 0.1600686355590082, 0.33618944193762523, -0.15987654489338265, -0.2328060651827532, -0.5450605652943792, 0.10291612495835055, -0.4578713020670449, 0.011320329864678284, -0.10470030963515464, -0.0015313354293838904, -0.18705408119244035, -0.6737003825580484, -0.14346398383880135, 2.6625026495211874, 0.965420498065091, -0.4653754474385227, 0.24288793420538354]
40000[0.12516960407957933, -0.029474099478938334, 0.3377015850561569, 0.3593389123078734, 0.625, 0.09314258654093156, 0.8575294658792402, -0.35198729034552834, 0.8637042062637419, -0.731829021866147, 0.31017397901783356, 0.31381906060595793, -0.11194777503375837, -1.0120335566344434, 0.7808397320975599, 0.8313384197880109, 1.0899484457300652, -1.089931238079287, 0.3370460443357235, 3.581942852224937, -1.0431010710294446, -1.2128256324933395, 0.46749098382642235, 0.15885505201322292, 0.41038855423686504, 0.08338575122042163, 0.7506695893479247, -0.20955699489415913, 0.37673428141870946, 0.09722849491201621, 0.7101661293684575, 3.3842324314888472, -0.3098385631685754, 2.880484091442911, 0.5998577023195596, -0.6506494994230153, -0.31897309244087846, 0.29342189218189707, 0.9999233094267513, -0.9458633589340133, -0.30222953845140876, 1.7569280285098983, 0.046288247802453664, 0.05982329619853462, 0.2833927448712549, -0.15043458372245977, -0.23280580900277398, -0.5450605652943792, 0.08725993284654054, -0.45610901091156064, 0.011365081430820165, -0.10470030963515364, -0.00039589371322952625, -0.1870540812327368, -0.6599561161708032, -0.1346498970619321, 3.1367208814009815, 1.30899934405182, -0.4642735706553698, 0.23159794437997405]
50000[0.12519715291476968, -0.029394099520631045, 0.33967672413231487, 0.3602466806867887, 0.625, 0.09314258654093951, 0.857585289851213, -0.35198729034552834, 0.8637179222436925, -0.7316090039401377, 0.3102110205146875, 0.3274313636325541, -0.11190117688441857, -1.0120334414634538, 0.78083973210416, 0.8348413515729883, 1.117758723293176, -1.0899525017882254, 0.42222080839291015, 3.573225681955958, -1.0438318038795205, -1.2128256324933409, 0.46749098382637155, 0.158855052013067, 0.4103885527091119, 0.083385751221979, 0.7506695893479247, -0.20955699409843712, 0.37674315249810925, 0.09722849491201621, 0.7108495889218808, 3.8365413149247063, -0.06545504653047134, 2.8434738576590797, 0.5956826500247879, -0.5020179020648162, -0.3189732770916119, 0.20289064773792065, 0.9937902679718542, -1.0188864713768082, -0.3022294316534765, 2.078778197381746, 0.04621994409420907, 0.06428091434905381, 0.2743757644529714, -0.1504347828026746, -0.23280580900277315, -0.5450605652943792, 0.4460381791424076, -0.4593353822892843, 0.011734397628102798, -0.18411974344451368, -0.0003949988197816642, -0.1870540812327368, -0.6599561077995816, -0.13464989706111963, 3.130420075838702, 1.3599212506507214, -0.4651966240704398, 0.22190610083111267]
60000[0.12520327153820618, -0.029477108444658624, 0.33913504845908043, 0.3607730551948811, 0.625, 0.09314258654093951, 0.8575840050966655, -0.35198729034552834, 0.8629594996832202, -0.7315896917968445, 0.31021151166145106, 0.3355884389225929, -0.11190114963875136, -1.0120334418254515, 0.7808397321041634, 0.8351124598783489, 1.1218317390711758, -1.0964955231188542, 0.4474979786833335, 3.5733055000525065, -1.043831605077709, -1.2128256324933409, 0.46749098382637155, 0.158855052013067, 0.4103885527088549, 0.08338575122197928, 0.7506695893479247, -0.2095569940984427, 0.3767431527271973, 0.08634064069309536, 0.7108499591686995, 4.97506060581081, -0.062259553927794024, 2.8433967599388774, 0.5848047711565849, -0.49693334113334575, -0.3247131002088848, 0.2038164767735518, 1.0084573691322989, -1.0472420078592868, -0.30222943165347815, 2.2344879336536407, 0.04488599996435731, 0.06428090709594958, 0.23940242612080315, -0.1572824505476939, -0.23433840004824413, -0.5450605652943792, 0.4397456905998176, -0.4593353770708418, 0.011734397598656889, -0.18410700440159697, -0.0003949988197798871, -0.1870540812327368, -0.6599561077995884, -0.13464989706111963, 3.285862335689038, 1.5829662638730413, -0.46519616208920933, 0.219048246339883]
70000[0.12520417357479735, -0.029489474228357408, 0.33917645731450563, 0.36111115329818094, 0.6250506961350852, 0.09314258654093951, 0.857584005135033, -0.35198729034552834, 0.8736577043536307, -0.7315896815702675, 0.3102115118107741, 0.3355604013257363, -0.11190114980215368, -1.0120334418255788, 0.7808397321041634, 0.835085002108627, 1.136178882292441, -1.1025885566303808, 0.4540602599516572, 3.570511069094027, -1.0438316047394336, -1.2128256324933409, 0.46749098382637155, 0.158855052013067, 0.41038855270885655, 0.08338575122197928, 0.750703723731466, -0.2095569940984427, 0.3750060687074962, 0.07787402036555517, 0.6260432584297764, 6.064027954887967, -0.062299398234315066, 2.861021194137875, 0.5848101495546111, -0.4871310753359007, -0.32516449100125794, 0.20781073587461024, 0.9121719649838502, -1.0472420078596496, -0.30222943165347815, 2.320997739691055, 0.04490516023872103, -0.014669124477037625, 0.2523761642928068, -0.14708924149182415, -0.2342756625802786, -0.5450605652943792, 0.7096368754492011, -0.460254632002692, 0.011734397598656889, -0.18410700441217703, -0.0003065455723532096, -0.1870540812327368, -0.6599561077995884, -0.13464989706111963, 3.316246713351926, 1.6524660269751799, -0.4651961620892098, 0.21561585632033292]
80000[0.12520418902912395, -0.029489473434247782, 0.3391764636767352, 0.36111140818300375, 0.6250522842110556, 0.09314258654093951, 0.8575840051350395, -0.35198729034552834, 0.8736983179999515, -0.7315896815702646, 0.310211511810774, 0.3355603676466191, -0.11190114980215403, -1.012033441825578, 0.7808397321041634, 0.8350850026058654, 1.1382741638893705, -1.102588549570956, 0.4580890694273348, 4.215032320830408, -1.0438316047394336, -1.2128256324933409, 0.46749098382637155, 0.158855052013067, 0.41038855270885655, 0.08338575122197928, 0.7507036615028709, -0.2095569940984427, 0.37493710374357336, 0.07790231984890796, 0.5658096523504962, 6.535305010408325, -0.04331852215591618, 2.8599889060372354, 0.5848101495546161, -0.49220836494926684, -0.32516449100125244, 0.20781073589012777, 0.913951104223391, -1.0473222267039892, -0.30222943165347815, 2.631584521781211, 0.005294588344324749, -0.01466919722421976, 0.2747898253763448, -0.13686005519340255, -0.2724712993141122, -1.0278789942981872, 0.9422689149087474, -0.46025495695246005, 0.011734397598656889, -0.18410700441217703, -0.00030383609283388124, -0.1870540812327368, -0.6671952728860976, -0.13464989706111963, 3.315556808344498, 2.2717217978927313, -0.4651961620892098, 0.19377610342816143]
90000[0.1252036602968897, -0.029489619599384388, 0.3391765873862547, 0.36111057952972536, 0.6250523629638874, 0.09314258654093951, 0.8575840051350323, -0.35198729034552834, 0.8736994859623614, -0.7315896815702712, 0.310211511810774, 0.3355603672258508, -0.11190114980213867, -1.012033441825578, 0.7808397321041634, 0.8350850026172412, 1.1343683707438645, -1.102588549599687, 0.4695627872923503, 4.376414914073001, -1.0438316047394336, -1.2128256324933409, 0.46749098382637155, 0.158855052013067, 0.41038855270885655, 0.08338575122197928, 0.7507036614727329, -0.2095569940984427, 0.3748850398479009, 0.0779020978165198, 0.6112970181615023, 6.577559580484623, -0.04397050855531696, 3.0088436001047763, 0.5848101495546161, -0.4586712881056964, -0.32516449100125244, 0.1653446615984585, 0.9273287141177958, -1.0473221668126431, -0.3517208936526513, 2.6357722164193964, 0.01740428394229676, -0.014669197224225484, 0.2777618788284667, -0.13735627254132243, -0.2724773219091031, -1.0286528851172343, 0.9424745668482517, -0.4602549569524579, 0.011734397598656889, -0.18410700441217703, -0.00030383609283312637, -0.1870540812327368, -0.6757815569183667, -0.13464989706111963, 3.2807635490303544, 2.2713861987541293, -0.4651961620892098, 0.1926263015347083]
